"Date","Price","Open","High","Low","Vol.","Change %"
"09/14/1998","7,945.35","7,796.53","8,039.06","7,796.53","89.75M","1.92%"
"09/11/1998","7,795.50","7,612.18","7,817.39","7,518.99","91.32M","2.36%"
"09/10/1998","7,615.55","7,858.07","7,858.07","7,519.50","101.55M","-3.17%"
"09/09/1998","7,865.02","8,020.78","8,030.57","7,851.89","85.19M","-1.94%"
"09/08/1998","8,020.78","7,645.14","8,033.14","7,645.14","100.54M","4.98%"
"09/04/1998","7,640.25","7,685.05","7,760.75","7,495.81","96.75M","-0.55%"
"09/03/1998","7,682.22","7,781.34","7,781.34","7,578.46","108.28M","-1.29%"
"09/02/1998","7,782.37","7,824.17","7,952.56","7,767.44","95.88M","-0.58%"
"09/01/1998","7,827.42","7,545.76","7,897.97","7,400.30","147.17M","3.82%"
"08/31/1998","7,539.06","8,052.45","8,095.45","7,539.07","117.89M","-6.37%"
"08/28/1998","8,051.68","8,164.18","8,244.52","8,011.52","94.63M","-1.40%"
"08/27/1998","8,165.99","8,518.09","8,518.35","8,164.19","104.25M","-4.19%"
"08/26/1998","8,523.35","8,600.93","8,600.93","8,467.48","67.77M","-0.92%"
"08/25/1998","8,602.65","8,568.41","8,689.42","8,538.54","65.56M","0.42%"
"08/24/1998","8,566.60","8,533.65","8,619.13","8,502.76","61.94M","0.39%"
"08/21/1998","8,533.65","8,607.80","8,608.06","8,328.20","83.41M","-0.90%"
"08/20/1998","8,611.40","8,694.05","8,694.57","8,604.97","60.59M","-0.94%"
"08/19/1998","8,693.28","8,712.70","8,753.78","8,663.41","55.81M","-0.25%"
"08/18/1998","8,714.64","8,572.49","8,730.61","8,568.11","66.32M","1.63%"
"08/17/1998","8,574.84","8,419.96","8,574.85","8,368.62","67.56M","1.78%"
"08/14/1998","8,425.00","8,458.99","8,556.57","8,380.72","83.00M","-0.41%"
"08/13/1998","8,459.50","8,550.70","8,603.43","8,459.50","71.10M","-1.09%"
"08/12/1998","8,552.96","8,462.63","8,564.55","8,460.06","72.30M","1.06%"
"08/11/1998","8,462.84","8,570.84","8,570.84","8,316.87","90.96M","-1.31%"
"08/10/1998","8,574.84","8,596.73","8,635.35","8,543.18","59.29M","-0.27%"
"08/07/1998","8,598.02","8,579.22","8,710.02","8,552.96","80.62M","0.24%"
"08/06/1998","8,577.67","8,546.13","8,593.38","8,486.02","77.09M","0.36%"
"08/05/1998","8,546.78","8,486.02","8,574.85","8,361.92","98.76M","0.70%"
"08/04/1998","8,487.31","8,788.80","8,857.03","8,487.31","96.98M","-3.41%"
"08/03/1998","8,786.73","8,883.29","8,886.12","8,785.97","65.83M","-1.09%"
"07/31/1998","8,883.29","9,026.95","9,030.04","8,828.19","75.42M","-1.59%"
"07/30/1998","9,026.95","8,913.41","9,041.37","8,913.41","73.50M","1.26%"
"07/29/1998","8,914.95","8,935.81","9,001.21","8,880.71","66.51M","-0.22%"
"07/28/1998","8,934.78","9,028.50","9,028.50","8,816.09","77.50M","-1.04%"
"07/27/1998","9,028.24","8,937.36","9,028.24","8,855.74","73.13M","1.02%"
"07/24/1998","8,937.35","8,934.52","8,998.38","8,863.21","83.96M","0.05%"
"07/23/1998","8,932.97","9,130.46","9,156.46","8,932.98","94.41M","-2.15%"
"07/22/1998","9,128.91","9,185.71","9,186.37","9,075.10","90.78M","-0.67%"
"07/21/1998","9,190.18","9,296.26","9,344.67","9,173.97","75.25M","-1.14%"
"07/20/1998","9,295.74","9,340.55","9,367.84","9,264.59","58.49M","-0.45%"
"07/17/1998","9,337.97","9,328.19","9,354.71","9,310.17","56.87M","0.10%"
"07/16/1998","9,328.18","9,233.23","9,332.31","9,206.15","63.19M","1.01%"
"07/15/1998","9,234.47","9,246.57","9,305.53","9,228.03","75.86M","-0.12%"
"07/14/1998","9,245.54","9,100.07","9,256.61","9,098.53","61.49M","1.64%"
"07/13/1998","9,096.21","9,107.03","9,132.77","9,073.30","57.05M","-0.10%"
"07/10/1998","9,105.73","9,090.81","9,135.60","9,029.79","67.28M","0.18%"
"07/09/1998","9,089.77","9,174.97","9,174.97","9,065.61","65.78M","-0.93%"
"07/08/1998","9,174.96","9,086.29","9,184.44","9,084.30","59.98M","0.99%"
"07/07/1998","9,085.03","9,091.27","9,150.81","9,067.11","56.52M","-0.07%"
"07/06/1998","9,091.76","9,023.06","9,091.77","9,000.59","48.82M","0.74%"
"07/02/1998","9,025.25","9,047.68","9,047.68","9,003.33","50.06M","-0.26%"
"07/01/1998","9,048.66","8,958.99","9,049.17","8,958.99","66.79M","1.08%"
"06/30/1998","8,952.01","8,994.72","9,020.52","8,929.60","61.36M","-0.50%"
"06/29/1998","8,997.35","8,945.54","9,052.66","8,945.54","50.17M","0.59%"
"06/26/1998","8,944.53","8,934.26","8,991.63","8,934.08","52.14M","0.10%"
"06/25/1998","8,935.57","8,923.87","9,025.01","8,915.40","68.64M","0.13%"
"06/24/1998","8,923.86","8,829.21","8,934.33","8,777.89","73.65M","1.08%"
"06/23/1998","8,828.45","8,713.37","8,830.45","8,713.37","54.91M","1.35%"
"06/22/1998","8,711.12","8,711.74","8,763.69","8,684.22","45.54M","-0.02%"
"06/19/1998","8,712.86","8,812.77","8,861.84","8,688.96","79.84M","-1.14%"
"06/18/1998","8,813.00","8,824.92","8,853.87","8,793.33","64.31M","-0.19%"
"06/17/1998","8,829.45","8,666.23","8,892.48","8,665.73","72.94M","1.89%"
"06/16/1998","8,665.28","8,635.15","8,675.51","8,569.88","68.61M","0.43%"
"06/15/1998","8,627.92","8,831.95","8,831.95","8,623.19","58.00M","-2.34%"
"06/12/1998","8,834.93","8,811.77","8,834.94","8,684.22","59.70M","0.26%"
"06/11/1998","8,811.76","8,969.51","8,993.62","8,808.53","59.84M","-1.78%"
"06/10/1998","8,971.69","9,050.17","9,096.00","8,952.27","62.72M","-0.86%"
"06/09/1998","9,049.91","9,070.59","9,086.54","9,014.54","45.31M","-0.22%"
"06/08/1998","9,069.59","9,039.95","9,104.72","9,034.97","49.41M","0.35%"
"06/05/1998","9,037.70","8,870.56","9,039.46","8,870.56","53.63M","1.88%"
"06/04/1998","8,870.55","8,804.30","8,876.54","8,749.74","49.95M","0.76%"
"06/03/1998","8,803.79","8,889.44","8,928.35","8,789.85","46.97M","-0.98%"
"06/02/1998","8,891.23","8,922.87","8,976.68","8,872.30","55.16M","-0.35%"
"06/01/1998","8,922.37","8,900.95","8,981.41","8,864.08","54.77M","0.25%"
"05/29/1998","8,899.95","8,970.20","9,027.00","8,899.95","49.31M","-0.78%"
"05/28/1998","8,970.20","8,933.47","8,993.12","8,900.70","47.97M","0.38%"
"05/27/1998","8,936.56","8,963.81","8,964.06","8,788.10","66.91M","-0.30%"
"05/26/1998","8,963.72","9,114.44","9,168.74","8,962.73","43.35M","-1.65%"
"05/22/1998","9,114.43","9,132.37","9,164.26","9,077.32","34.13M","-0.20%"
"05/21/1998","9,132.36","9,171.73","9,202.37","9,104.97","58.66M","-0.43%"
"05/20/1998","9,171.48","9,053.76","9,172.98","9,052.02","62.43M","1.29%"
"05/19/1998","9,054.64","9,052.16","9,113.44","9,038.21","55.27M","0.04%"
"05/18/1998","9,050.91","9,092.97","9,128.89","8,999.85","53.14M","-0.50%"
"05/15/1998","9,095.99","9,170.34","9,186.18","9,090.52","62.59M","-0.83%"
"05/14/1998","9,172.22","9,211.34","9,221.56","9,113.94","72.87M","-0.43%"
"05/13/1998","9,211.83","9,158.62","9,225.54","9,157.03","59.71M","0.55%"
"05/12/1998","9,161.76","9,089.53","9,175.72","9,059.88","56.31M","0.77%"
"05/11/1998","9,091.51","9,055.51","9,189.67","9,055.40","56.82M","0.40%"
"05/08/1998","9,055.14","8,978.17","9,095.75","8,971.20","51.56M","0.87%"
"05/07/1998","8,976.67","9,053.16","9,055.65","8,965.22","52.34M","-0.86%"
"05/06/1998","9,054.64","9,146.19","9,180.20","9,049.92","45.34M","-1.02%"
"05/05/1998","9,147.56","9,192.66","9,198.14","9,104.47","42.75M","-0.49%"
"05/04/1998","9,192.65","9,145.33","9,261.91","9,145.33","50.98M","0.50%"
"05/01/1998","9,147.06","9,066.61","9,147.82","9,066.61","50.10M","0.92%"
"04/30/1998","9,063.36","8,953.51","9,128.64","8,953.51","58.81M","1.25%"
"04/29/1998","8,951.51","8,899.21","8,995.11","8,899.21","51.34M","0.59%"
"04/28/1998","8,898.95","8,920.88","9,006.57","8,863.58","63.23M","-0.21%"
"04/27/1998","8,917.63","9,058.14","9,058.64","8,840.67","78.75M","-1.62%"
"04/24/1998","9,064.61","9,143.83","9,160.02","9,020.03","68.36M","-0.86%"
"04/23/1998","9,143.32","9,176.96","9,209.10","9,114.69","66.13M","-0.36%"
"04/22/1998","9,176.71","9,184.93","9,213.33","9,165.26","55.02M","-0.09%"
"04/21/1998","9,184.93","9,137.85","9,193.65","9,098.25","67.52M","0.47%"
"04/20/1998","9,141.83","9,166.75","9,172.73","9,091.52","60.31M","-0.28%"
"04/17/1998","9,167.49","9,077.57","9,167.50","9,052.91","62.81M","1.00%"
"04/16/1998","9,076.56","9,162.27","9,164.76","9,041.95","64.98M","-0.94%"
"04/15/1998","9,162.26","9,110.45","9,162.27","9,083.55","67.26M","0.57%"
"04/14/1998","9,110.19","9,014.30","9,121.41","9,013.80","61.98M","1.09%"
"04/13/1998","9,012.29","8,997.11","9,025.26","8,925.61","62.32M","0.19%"
"04/09/1998","8,994.86","8,890.74","9,014.30","8,890.74","56.62M","1.16%"
"04/08/1998","8,891.48","8,959.49","8,968.96","8,861.84","71.63M","-0.73%"
"04/07/1998","8,956.49","9,028.96","9,033.98","8,893.48","74.58M","-0.85%"
"04/06/1998","9,033.22","8,985.90","9,094.76","8,985.90","76.62M","0.55%"
"04/03/1998","8,983.40","8,986.64","9,030.49","8,946.29","65.52M","-0.04%"
"04/02/1998","8,986.64","8,868.32","8,997.11","8,861.34","74.63M","1.33%"
"04/01/1998","8,868.31","8,801.56","8,883.76","8,748.74","79.54M","0.78%"
"03/31/1998","8,799.80","8,783.12","8,898.96","8,776.89","61.77M","0.20%"
"03/30/1998","8,782.12","8,795.08","8,827.96","8,748.74","44.03M","-0.16%"
"03/27/1998","8,796.07","8,846.33","8,895.72","8,771.91","57.39M","-0.57%"
"03/26/1998","8,846.88","8,868.57","8,892.98","8,820.99","52.24M","-0.29%"
"03/25/1998","8,872.79","8,905.19","8,959.24","8,800.06","59.39M","-0.36%"
"03/24/1998","8,904.43","8,817.50","8,920.38","8,817.50","46.28M","1.00%"
"03/23/1998","8,816.25","8,899.89","8,900.14","8,807.29","52.57M","-1.01%"
"03/20/1998","8,906.42","8,803.80","8,913.41","8,803.30","78.60M","1.17%"
"03/19/1998","8,803.04","8,771.11","8,803.05","8,759.95","54.71M","0.32%"
"03/18/1998","8,775.39","8,746.69","8,780.13","8,706.89","48.74M","0.29%"
"03/17/1998","8,749.98","8,718.85","8,749.99","8,683.98","51.72M","0.36%"
"03/16/1998","8,718.84","8,603.51","8,718.85","8,602.02","49.98M","1.35%"
"03/13/1998","8,602.51","8,659.56","8,698.42","8,592.80","48.87M","-0.66%"
"03/12/1998","8,659.55","8,673.91","8,682.48","8,611.24","46.11M","-0.19%"
"03/11/1998","8,675.75","8,642.52","8,695.19","8,639.63","48.62M","0.38%"
"03/10/1998","8,643.11","8,567.64","8,650.10","8,566.64","52.66M","0.89%"
"03/09/1998","8,567.14","8,570.63","8,624.44","8,541.24","60.73M","-0.03%"
"03/06/1998","8,569.38","8,446.82","8,570.88","8,444.58","56.18M","1.48%"
"03/05/1998","8,444.32","8,536.80","8,537.05","8,405.72","57.11M","-1.11%"
"03/04/1998","8,539.24","8,582.79","8,583.04","8,494.65","51.38M","-0.53%"
"03/03/1998","8,584.82","8,548.71","8,585.08","8,509.35","57.20M","0.40%"
"03/02/1998","8,550.44","8,544.47","8,566.89","8,510.84","55.60M","0.06%"
"02/27/1998","8,545.71","8,489.67","8,566.89","8,474.97","55.15M","0.65%"
"02/26/1998","8,490.66","8,455.53","8,503.12","8,419.92","49.39M","0.39%"
"02/25/1998","8,457.77","8,368.85","8,489.17","8,368.85","47.54M","1.05%"
"02/24/1998","8,370.09","8,408.21","8,421.66","8,345.44","53.39M","-0.48%"
"02/23/1998","8,410.20","8,414.94","8,446.57","8,374.83","47.94M","-0.04%"
"02/20/1998","8,413.93","8,375.83","8,424.40","8,318.53","57.23M","0.46%"
"02/19/1998","8,375.57","8,451.81","8,451.81","8,369.35","54.34M","-0.89%"
"02/18/1998","8,451.05","8,393.78","8,451.06","8,361.88","55.00M","0.63%"
"02/17/1998","8,398.49","8,368.60","8,446.32","8,368.60","57.18M","0.34%"
"02/13/1998","8,370.09","8,366.96","8,374.83","8,311.81","44.03M","0.01%"
"02/12/1998","8,369.59","8,311.48","8,390.27","8,238.32","57.83M","0.66%"
"02/11/1998","8,314.54","8,293.80","8,314.55","8,276.93","50.19M","0.23%"
"02/10/1998","8,295.61","8,179.78","8,320.03","8,178.28","67.30M","1.41%"
"02/09/1998","8,180.52","8,191.49","8,216.65","8,141.91","45.45M","-0.11%"
"02/06/1998","8,189.49","8,114.07","8,211.91","8,113.13","49.52M","0.89%"
"02/05/1998","8,117.24","8,128.71","8,182.27","8,071.91","60.11M","-0.15%"
"02/04/1998","8,129.70","8,158.60","8,160.10","8,090.10","56.07M","-0.38%"
"02/03/1998","8,160.34","8,107.78","8,164.33","8,057.71","59.10M","0.65%"
"02/02/1998","8,107.78","7,909.99","8,122.23","7,909.99","64.72M","2.55%"
"01/30/1998","7,906.50","7,971.27","7,985.97","7,893.05","53.67M","-0.83%"
"01/29/1998","7,973.01","7,916.72","8,015.12","7,883.09","77.77M","0.73%"
"01/28/1998","7,915.46","7,815.08","7,919.21","7,815.08","73.51M","1.28%"
"01/27/1998","7,815.07","7,713.19","7,848.46","7,708.71","69.30M","1.32%"
"01/26/1998","7,712.94","7,701.73","7,757.78","7,690.77","52.54M","0.16%"
"01/23/1998","7,700.73","7,730.63","7,776.97","7,642.70","61.25M","-0.39%"
"01/22/1998","7,730.87","7,793.41","7,797.89","7,701.98","73.46M","-0.82%"
"01/21/1998","7,794.40","7,872.12","7,872.12","7,737.36","69.13M","-1.00%"
"01/20/1998","7,873.12","7,753.80","7,874.87","7,749.56","69.31M","1.54%"
"01/16/1998","7,753.54","7,696.01","7,803.12","7,696.01","72.62M","0.80%"
"01/15/1998","7,691.76","7,783.69","7,783.94","7,686.54","55.90M","-1.19%"
"01/14/1998","7,784.68","7,732.13","7,788.92","7,707.96","60.66M","0.68%"
"01/13/1998","7,732.12","7,646.43","7,733.12","7,645.69","69.01M","1.11%"
"01/12/1998","7,647.17","7,575.19","7,652.66","7,443.41","80.34M","0.88%"
"01/09/1998","7,580.41","7,799.88","7,800.13","7,527.36","86.30M","-2.85%"
"01/08/1998","7,802.62","7,902.02","7,902.02","7,796.15","63.72M","-1.26%"
"01/07/1998","7,902.26","7,904.76","7,905.76","7,776.97","60.99M","-0.05%"
"01/06/1998","7,906.25","7,978.99","7,978.99","7,880.35","60.20M","-0.91%"
"01/05/1998","7,978.99","7,967.04","8,035.54","7,912.98","67.56M","0.18%"
"01/02/1998","7,965.04","7,910.49","7,965.04","7,880.84","47.03M","0.72%"
"12/31/1997","7,908.24","7,916.22","7,959.56","7,886.57","36.72M","-0.10%"
"12/30/1997","7,915.96","7,791.51","7,922.70","7,791.51","43.62M","1.59%"
"12/29/1997","7,792.40","7,677.30","7,801.63","7,677.30","35.19M","1.47%"
"12/26/1997","7,679.31","7,660.13","7,717.93","7,659.14","13.34M","0.25%"
"12/24/1997","7,660.12","7,692.77","7,740.35","7,660.13","25.51M","-0.41%"
"12/23/1997","7,691.76","7,819.31","7,823.05","7,689.28","40.54M","-1.63%"
"12/22/1997","7,819.31","7,758.97","7,844.72","7,743.34","50.13M","0.81%"
"12/19/1997","7,756.28","7,846.50","7,846.50","7,576.93","98.69M","-1.15%"
"12/18/1997","7,846.49","7,953.63","7,955.87","7,810.45","62.33M","-1.39%"
"12/17/1997","7,957.40","7,978.53","8,034.00","7,932.04","56.99M","-0.24%"
"12/16/1997","7,976.30","7,924.83","8,019.82","7,924.34","57.11M","0.68%"
"12/15/1997","7,922.59","7,839.29","7,947.71","7,838.30","54.11M","1.08%"
"12/12/1997","7,838.29","7,849.49","7,904.94","7,784.33","55.52M","-0.14%"
"12/11/1997","7,848.98","7,973.97","7,973.97","7,815.17","63.79M","-1.63%"
"12/10/1997","7,978.79","8,048.67","8,049.42","7,922.35","62.99M","-0.88%"
"12/09/1997","8,049.66","8,110.84","8,111.09","8,029.77","51.06M","-0.75%"
"12/08/1997","8,110.83","8,148.88","8,158.08","8,083.73","46.28M","-0.47%"
"12/05/1997","8,149.13","8,049.17","8,166.29","8,017.09","60.71M","1.23%"
"12/04/1997","8,050.16","8,032.76","8,113.82","8,023.80","64.38M","0.23%"
"12/03/1997","8,032.00","8,017.04","8,076.02","7,961.64","63.02M","0.16%"
"12/02/1997","8,018.82","8,012.12","8,041.71","7,995.21","55.75M","0.07%"
"12/01/1997","8,013.10","7,825.12","8,015.10","7,825.12","58.28M","2.43%"
"11/28/1997","7,823.12","7,794.78","7,853.22","7,794.78","20.08M","0.36%"
"11/26/1997","7,794.77","7,809.55","7,846.50","7,794.53","47.42M","-0.18%"
"11/25/1997","7,808.95","7,767.26","7,821.39","7,739.57","56.36M","0.53%"
"11/24/1997","7,767.92","7,881.07","7,881.07","7,753.25","52.42M","-1.44%"
"11/21/1997","7,881.06","7,827.85","7,881.07","7,791.55","63.73M","0.70%"
"11/20/1997","7,826.60","7,724.75","7,856.20","7,724.75","61.63M","1.32%"
"11/19/1997","7,724.73","7,646.54","7,753.96","7,625.53","50.76M","0.97%"
"11/18/1997","7,650.82","7,694.93","7,720.81","7,643.21","59.38M","-0.62%"
"11/17/1997","7,698.21","7,575.67","7,738.49","7,575.67","64.88M","1.66%"
"11/14/1997","7,572.48","7,486.26","7,590.16","7,467.38","60.50M","1.13%"
"11/13/1997","7,487.76","7,400.14","7,499.79","7,349.99","66.90M","1.17%"
"11/12/1997","7,401.31","7,554.73","7,554.73","7,393.71","63.89M","-2.08%"
"11/11/1997","7,558.72","7,552.59","7,599.74","7,518.21","47.53M","0.08%"
"11/10/1997","7,552.59","7,581.57","7,656.22","7,540.56","51.81M","-0.38%"
"11/07/1997","7,581.32","7,678.68","7,678.68","7,487.76","66.15M","-1.33%"
"11/06/1997","7,683.23","7,692.03","7,708.04","7,640.26","54.58M","-0.12%"
"11/05/1997","7,692.56","7,688.15","7,765.75","7,664.57","56.78M","0.04%"
"11/04/1997","7,689.12","7,675.13","7,701.65","7,622.33","56.33M","0.19%"
"11/03/1997","7,674.39","7,443.07","7,674.39","7,443.07","67.16M","3.12%"
"10/31/1997","7,442.08","7,384.62","7,495.86","7,352.69","70.37M","0.82%"
"10/30/1997","7,381.67","7,502.15","7,543.01","7,381.18","77.16M","-1.67%"
"10/29/1997","7,506.66","7,498.56","7,621.60","7,456.08","95.99M","0.11%"
"10/28/1997","7,498.31","7,160.90","7,515.02","6,971.32","160.97M","4.71%"
"10/27/1997","7,161.14","7,714.42","7,714.42","7,159.92","91.83M","-7.18%"
"10/24/1997","7,715.40","7,849.00","7,939.61","7,695.51","91.09M","-1.69%"
"10/23/1997","7,847.76","7,870.61","8,029.00","7,805.04","86.34M","-2.33%"
"10/22/1997","8,034.64","8,054.05","8,059.94","7,993.88","89.95M","-0.32%"
"10/21/1997","8,060.43","7,950.17","8,064.61","7,921.93","66.02M","1.75%"
"10/20/1997","7,921.44","7,872.82","7,924.88","7,815.60","64.29M","0.95%"
"10/17/1997","7,847.03","7,880.43","7,934.21","7,755.68","81.01M","-1.16%"
"10/16/1997","7,938.87","8,082.05","8,112.74","7,896.39","67.50M","-1.48%"
"10/15/1997","8,057.97","8,044.72","8,093.31","8,035.39","44.92M","-0.47%"
"10/14/1997","8,096.28","8,111.76","8,112.25","8,018.93","57.86M","0.30%"
"10/13/1997","8,072.22","8,092.61","8,114.71","8,042.75","29.90M","0.34%"
"10/10/1997","8,045.20","8,020.65","8,059.45","8,002.73","40.12M","-0.20%"
"10/09/1997","8,061.41","8,029.98","8,094.08","8,002.73","49.66M","-0.42%"
"10/08/1997","8,095.05","8,183.71","8,184.70","8,051.35","59.73M","-1.02%"
"10/07/1997","8,178.31","8,107.34","8,181.75","8,088.92","54.93M","0.96%"
"10/06/1997","8,100.21","8,080.33","8,109.30","8,039.56","46.02M","0.77%"
"10/03/1997","8,038.57","8,128.21","8,144.42","7,956.07","77.87M","0.14%"
"10/02/1997","8,027.52","8,016.48","8,033.67","7,984.06","47.19M","0.15%"
"10/01/1997","8,015.49","7,992.17","8,028.76","7,945.02","54.31M","0.88%"
"09/30/1997","7,945.25","7,977.68","8,001.25","7,937.40","49.84M","-0.58%"
"09/29/1997","7,991.42","7,912.85","7,995.60","7,893.45","51.05M","0.87%"
"09/26/1997","7,922.17","7,912.85","7,928.81","7,849.13","51.05M","0.94%"
"09/25/1997","7,848.01","7,905.48","7,929.55","7,840.40","55.04M","-0.74%"
"09/24/1997","7,906.70","7,979.89","8,035.63","7,901.30","68.04M","-0.79%"
"09/23/1997","7,970.06","7,999.53","8,005.18","7,929.05","53.08M","-0.33%"
"09/22/1997","7,996.83","7,968.84","8,021.88","7,915.55","59.82M","1.01%"
"09/19/1997","7,917.26","7,897.35","7,931.02","7,865.57","74.70M","-0.07%"
"09/18/1997","7,922.72","7,910.86","8,020.90","7,882.62","66.77M","0.46%"
"09/17/1997","7,886.43","7,926.99","7,931.50","7,862.25","63.07M","-0.12%"
"09/16/1997","7,895.92","7,768.81","7,910.63","7,722.80","81.00M","2.26%"
"09/15/1997","7,721.13","7,744.83","7,794.53","7,718.12","47.70M","-0.28%"
"09/12/1997","7,742.97","7,702.09","7,752.96","7,607.56","58.66M","1.07%"
"09/11/1997","7,660.98","7,682.35","7,717.27","7,580.85","74.03M","-0.76%"
"09/10/1997","7,719.27","7,815.90","7,847.72","7,712.54","60.37M","-1.69%"
"09/09/1997","7,851.90","7,827.75","7,899.06","7,797.79","48.79M","0.21%"
"09/08/1997","7,835.18","7,860.96","7,881.17","7,821.71","38.99M","0.16%"
"09/05/1997","7,822.40","7,901.84","7,942.26","7,785.94","51.45M","-0.57%"
"09/04/1997","7,867.23","7,866.54","7,899.99","7,817.99","52.71M","-0.35%"
"09/03/1997","7,894.64","7,880.47","7,944.35","7,866.72","54.60M","0.19%"
"09/02/1997","7,879.78","7,667.25","7,880.24","7,628.93","54.77M","3.38%"
"08/29/1997","7,622.42","7,651.22","7,710.45","7,606.86","41.95M","-0.94%"
"08/28/1997","7,694.42","7,748.78","7,812.42","7,658.19","49.71M","-1.19%"
"08/27/1997","7,787.33","7,774.33","7,809.17","7,697.68","51.55M","0.07%"
"08/26/1997","7,782.22","7,799.64","7,860.73","7,770.61","44.86M","-0.98%"
"08/25/1997","7,859.57","7,890.23","7,944.12","7,833.32","40.48M","-0.36%"
"08/22/1997","7,887.90","7,758.30","7,893.71","7,716.72","52.97M","-0.08%"
"08/21/1997","7,893.94","8,016.12","8,023.09","7,847.49","45.67M","-1.59%"
"08/20/1997","8,021.23","7,913.92","8,021.23","7,893.71","49.68M","1.30%"
"08/19/1997","7,918.10","7,845.87","7,918.80","7,803.09","57.64M","1.47%"
"08/18/1997","7,803.36","7,732.52","7,803.36","7,618.47","69.26M","1.41%"
"08/15/1997","7,694.65","7,852.60","7,937.49","7,694.66","61.19M","-3.11%"
"08/14/1997","7,942.02","7,966.41","7,997.77","7,864.91","56.41M","0.17%"
